lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta__asColumnOfTable__document_topic.1.1,theta__asColumnOfTable__document_topic.2.1,theta__asColumnOfTable__document_topic.3.1,theta__asColumnOfTable__document_topic.4.1,theta__asColumnOfTable__document_topic.5.1,theta__asColumnOfTable__document_topic.6.1,theta__asColumnOfTable__document_topic.7.1,theta__asColumnOfTable__document_topic.8.1,theta__asColumnOfTable__document_topic.9.1,theta__asColumnOfTable__document_topic.10.1,theta__asColumnOfTable__document_topic.11.1,theta__asColumnOfTable__document_topic.12.1,theta__asColumnOfTable__document_topic.13.1,theta__asColumnOfTable__document_topic.14.1,theta__asColumnOfTable__document_topic.15.1,theta__asColumnOfTable__document_topic.16.1,theta__asColumnOfTable__document_topic.17.1,theta__asColumnOfTable__document_topic.18.1,theta__asColumnOfTable__document_topic.19.1,theta__asColumnOfTable__document_topic.20.1,theta__asColumnOfTable__document_topic.21.1,theta__asColumnOfTable__document_topic.22.1,theta__asColumnOfTable__document_topic.23.1,theta__asColumnOfTable__document_topic.24.1,theta__asColumnOfTable__document_topic.25.1,theta__asColumnOfTable__document_topic.1.2,theta__asColumnOfTable__document_topic.2.2,theta__asColumnOfTable__document_topic.3.2,theta__asColumnOfTable__document_topic.4.2,theta__asColumnOfTable__document_topic.5.2,theta__asColumnOfTable__document_topic.6.2,theta__asColumnOfTable__document_topic.7.2,theta__asColumnOfTable__document_topic.8.2,theta__asColumnOfTable__document_topic.9.2,theta__asColumnOfTable__document_topic.10.2,theta__asColumnOfTable__document_topic.11.2,theta__asColumnOfTable__document_topic.12.2,theta__asColumnOfTable__document_topic.13.2,theta__asColumnOfTable__document_topic.14.2,theta__asColumnOfTable__document_topic.15.2,theta__asColumnOfTable__document_topic.16.2,theta__asColumnOfTable__document_topic.17.2,theta__asColumnOfTable__document_topic.18.2,theta__asColumnOfTable__document_topic.19.2,theta__asColumnOfTable__document_topic.20.2,theta__asColumnOfTable__document_topic.21.2,theta__asColumnOfTable__document_topic.22.2,theta__asColumnOfTable__document_topic.23.2,theta__asColumnOfTable__document_topic.24.2,theta__asColumnOfTable__document_topic.25.2,mu__asColumnOfTable__topic_word.1.1,mu__asColumnOfTable__topic_word.2.1,mu__asColumnOfTable__topic_word.1.2,mu__asColumnOfTable__topic_word.2.2,mu__asColumnOfTable__topic_word.1.3,mu__asColumnOfTable__topic_word.2.3,mu__asColumnOfTable__topic_word.1.4,mu__asColumnOfTable__topic_word.2.4,mu__asColumnOfTable__topic_word.1.5,mu__asColumnOfTable__topic_word.2.5
# Adaptation terminated
# Step size = 0.204452
# Diagonal elements of inverse mass matrix:
# 4.90743, 4.73849, 0.334402, 0.329256, 4.87218, 4.71098, 6.41393, 6.05702, 5.23804, 4.82514, 4.1266, 6.87541, 1.53431, 10.9322, 4.58249, 4.11254, 3.4823, 2.59141, 1.53184, 5.08595, 1.10995, 1.93829, 1.59185, 0.444164, 4.3745, 22.2309, 19.5518, 0.0613038, 0.0416124, 0.0372156, 0.0928729, 6.94296, 53.6883
-433.789,0.981015,0.204452,4,15,0,451.463,0.98683,0.893834,0.667826,0.476681,0.088542,0.97569,0.738238,0.000215181,0.988976,0.0279098,0.939056,0.982555,0.396776,0.996842,0.0878038,0.959356,0.226504,0.24452,0.548946,0.995155,0.405014,0.154631,0.825555,0.666626,0.0175299,0.0131696,0.106166,0.332174,0.523319,0.911458,0.0243095,0.261762,0.999785,0.0110243,0.97209,0.0609441,0.0174449,0.603224,0.00315802,0.912196,0.0406445,0.773496,0.75548,0.451054,0.0048454,0.594986,0.845369,0.174445,0.333374,0.98247,0.00545331,0.478292,0.00379121,0.290173,0.32877,0.231434,0.426206,7.29173e-005,0.235779,2.80446e-005
-432.856,0.863658,0.204452,4,15,0,451.242,0.863693,0.994786,0.616148,0.461307,0.238829,0.957376,0.793345,0.00142935,0.993916,0.0384843,0.823842,0.992949,0.131178,0.856304,0.13531,0.944029,0.151258,0.136652,0.849942,0.989287,0.538707,0.332798,0.781472,0.676395,0.0231786,0.136307,0.0052141,0.383852,0.538693,0.761171,0.0426238,0.206655,0.998571,0.00608394,0.961516,0.176158,0.00705101,0.868822,0.143696,0.86469,0.0559706,0.848742,0.863348,0.150058,0.0107132,0.461293,0.667202,0.218528,0.323605,0.976821,0.0138361,0.421242,0.00154627,0.324023,0.289648,0.254581,0.433505,0.000153113,0.261465,4.57856e-008
-428.979,0.972379,0.204452,4,15,0,445.617,0.966806,0.958056,0.716947,0.75045,0.000859929,0.927363,0.998066,0.0458811,0.907438,0.0367216,0.986729,0.944242,0.336641,0.950476,0.0522887,0.7229,0.198475,0.191302,0.805634,0.969645,0.325809,0.208816,0.732781,0.660048,0.0892152,0.0331939,0.0419437,0.283053,0.24955,0.99914,0.0726369,0.00193395,0.954119,0.0925616,0.963278,0.0132709,0.0557577,0.663359,0.0495241,0.947711,0.2771,0.801525,0.808698,0.194366,0.0303546,0.674191,0.791184,0.267219,0.339952,0.910785,0.00149049,0.414888,0.000702631,0.376634,0.322151,0.189042,0.381831,1.16686e-007,0.293824,0.0194363
-437.647,0.882794,0.204452,4,15,0,447.603,0.875638,0.965671,0.808828,0.747246,0.0277099,0.856615,0.997913,0.00315466,0.994722,0.0321116,0.848555,0.751587,0.200081,0.970065,0.175575,0.876552,0.105101,0.264371,0.955344,0.542424,0.336648,0.347023,0.629048,0.599262,0.0113116,0.124362,0.0343287,0.191172,0.252754,0.97229,0.143385,0.00208718,0.996845,0.00527788,0.967888,0.151445,0.248413,0.799919,0.0299347,0.824425,0.123448,0.894899,0.735629,0.0446564,0.457576,0.663352,0.652977,0.370952,0.400738,0.988688,1.56218e-005,0.456016,0.0034295,0.246328,0.244437,0.29665,0.412624,3.03255e-011,0.339494,0.00100622
-434.194,0.931527,0.204452,4,31,0,454.827,0.739594,0.879437,0.688906,0.373295,0.0467582,0.972608,0.998981,0.0381277,0.884203,0.00318953,0.946807,0.910667,0.414573,0.954874,0.0237248,0.793133,0.244648,0.0594632,0.956973,0.948875,0.160783,0.198748,0.620232,0.620582,0.000410464,0.260406,0.120563,0.311094,0.626705,0.953242,0.0273922,0.0010193,0.961872,0.115797,0.99681,0.0531933,0.0893334,0.585427,0.0451255,0.976275,0.206867,0.755352,0.940537,0.0430272,0.0511251,0.839217,0.801252,0.379768,0.379418,0.99959,0.0341794,0.297357,0.00313828,0.33292,0.230327,0.368376,0.446363,6.3986e-005,0.285992,0.00128242
-433.635,0.990318,0.204452,4,15,0,445.887,0.724664,0.980719,0.64301,0.39108,0.0691532,0.993223,0.996737,0.00470815,0.936828,0.00296592,0.975456,0.847876,0.386984,0.996642,0.0977641,0.941965,0.250027,0.0284785,0.933288,0.918874,0.336152,0.242768,0.598014,0.485066,0.000892027,0.275336,0.0192805,0.35699,0.60892,0.930847,0.00677655,0.00326262,0.995292,0.0631723,0.997034,0.0245437,0.152124,0.613016,0.00335776,0.902236,0.0580348,0.749973,0.971522,0.0667117,0.0811262,0.663848,0.757232,0.401986,0.514934,0.999108,0.00283336,0.344608,0.000851191,0.302612,0.284594,0.351172,0.437323,0.000581871,0.274399,0.00102542
-437.132,0.739888,0.204452,4,15,0,450.123,0.970754,0.910539,0.709714,0.494046,0.0334397,0.753622,0.881025,0.131935,0.976108,0.0025286,0.999651,0.891834,0.434149,0.999964,0.00872978,0.715045,0.112737,0.352341,0.687647,0.869761,0.392687,0.310099,0.901502,0.788782,0.169635,0.0292459,0.0894605,0.290286,0.505954,0.96656,0.246378,0.118975,0.868065,0.0238923,0.997471,0.000349476,0.108166,0.565851,3.56344e-005,0.99127,0.284955,0.887263,0.647659,0.312353,0.130239,0.607313,0.689901,0.0984976,0.211218,0.830365,6.43515e-006,0.41283,0.00181767,0.402168,0.259899,0.182626,0.378588,0.00145545,0.359689,0.000920751
-438.125,0.899383,0.204452,4,15,0,453.724,0.986222,0.975577,0.604019,0.588072,0.0285389,0.998966,0.922497,0.00805419,0.987569,0.00968201,0.538414,0.835545,0.244801,0.702704,0.0163907,0.861822,0.511046,0.0140256,0.900276,0.98756,0.289539,0.257456,0.673291,0.489395,0.00425105,0.0137778,0.0244233,0.395981,0.411928,0.971461,0.00103396,0.0775028,0.991946,0.0124306,0.990318,0.461586,0.164455,0.755199,0.297296,0.983609,0.138178,0.488954,0.985974,0.099724,0.0124398,0.710461,0.742544,0.326709,0.510605,0.995749,0.0336093,0.418409,0.000446418,0.284298,0.32796,0.267692,0.392639,0.0169477,0.245345,0.0126545
-443.346,1,0.204452,4,15,0,456.685,0.945497,0.998904,0.506316,0.448754,0.000103155,0.998857,0.93955,0.0409712,0.987723,0.0622786,0.999418,0.898536,0.379586,0.999711,0.000238958,0.727155,0.0290804,0.434794,0.833652,0.829686,0.359496,0.200035,0.67449,0.637766,0.0193162,0.054503,0.00109619,0.493684,0.551246,0.999897,0.00114304,0.0604503,0.959029,0.0122769,0.937721,0.000582246,0.101464,0.620414,0.000289162,0.999761,0.272845,0.97092,0.565206,0.166348,0.170314,0.640504,0.799965,0.32551,0.362234,0.980684,7.13737e-005,0.329984,5.52506e-005,0.405203,0.198608,0.262028,0.444355,1.37859e-007,0.35691,0.00278471
-447.864,0.976557,0.204452,4,15,0,456.37,0.975549,0.998406,0.492205,0.477524,0.000199072,0.992832,0.468597,0.0238017,0.992308,0.0750592,0.999411,0.564102,0.461621,0.999803,0.000277005,0.901522,0.260181,0.173814,0.627302,0.871389,0.6793,0.0392651,0.838537,0.501254,0.0131081,0.024451,0.00159428,0.507795,0.522476,0.999801,0.00716765,0.531403,0.976198,0.00769196,0.924941,0.000588661,0.435898,0.538379,0.000197464,0.999723,0.0984785,0.739819,0.826186,0.372698,0.128611,0.3207,0.960735,0.161463,0.498746,0.986892,3.49277e-005,0.340607,4.89075e-005,0.41211,0.20129,0.240894,0.442288,8.03736e-009,0.356339,0.00638934
-446.916,0.95688,0.204452,4,15,0,465.406,0.974345,0.996894,0.489869,0.549357,0.00149685,0.994282,0.990111,0.0218117,0.969887,0.040391,0.991994,0.664136,0.682108,0.999967,8.79765e-005,0.698127,0.272336,0.169094,0.947835,0.899343,0.760766,0.163377,0.602043,0.778279,0.0619855,0.0256545,0.00310555,0.510131,0.450643,0.998503,0.00571801,0.00988912,0.978188,0.0301131,0.959609,0.00800615,0.335864,0.317892,3.26286e-005,0.999912,0.301873,0.727664,0.830906,0.0521646,0.100657,0.239234,0.836623,0.397957,0.221721,0.938015,1.17454e-005,0.320429,0.000664879,0.44574,0.218415,0.22073,0.429462,1.41534e-007,0.351446,0.013101
-442.529,0.568847,0.204452,4,15,0,465.157,0.918494,0.996138,0.431722,0.568168,0.00319701,0.926228,0.999735,0.0234097,0.99669,0.223539,0.995868,0.99844,0.271524,0.999979,0.000304746,0.89781,0.262585,0.102536,0.807329,0.954858,0.396766,0.183723,0.742889,0.812768,0.0181326,0.0815058,0.00386225,0.568278,0.431832,0.996803,0.0737716,0.000265041,0.97659,0.00330979,0.776461,0.00413223,0.00156032,0.728476,2.1499e-005,0.999695,0.10219,0.737415,0.897464,0.192671,0.0451418,0.603234,0.816277,0.257111,0.187232,0.981867,5.8403e-007,0.360262,0.000292144,0.349954,0.28108,0.274246,0.406427,2.46671e-006,0.3122,0.0155357
-445.749,0.393389,0.204452,4,15,0,462.403,0.982231,0.997142,0.406216,0.704115,0.0752805,0.978257,0.999965,0.00520988,0.996802,0.00782603,0.966687,0.999395,0.297248,0.997171,0.000241876,0.965534,0.0491476,0.0732596,0.542084,0.929054,0.334121,0.528891,0.637768,0.84838,0.012057,0.0177692,0.00285818,0.593784,0.295885,0.92472,0.0217431,3.54182e-005,0.99479,0.00319777,0.992174,0.0333131,0.000604644,0.702752,0.00282925,0.999758,0.0344656,0.950852,0.92674,0.457916,0.0709461,0.665879,0.471109,0.362232,0.15162,0.987943,0.0372496,0.400526,2.32596e-006,0.287403,0.294729,0.306407,0.422763,0.00231752,0.245256,0.00334552
-442.742,0.988771,0.204452,4,15,0,464.995,0.948818,0.96523,0.80865,0.594145,0.0263498,0.988482,0.628027,0.0582121,0.887612,0.0197299,0.951627,0.816411,0.393839,0.999745,8.76335e-007,0.852394,0.0400509,0.218503,0.949173,0.986795,0.426403,0.116796,0.835356,0.401152,0.0973397,0.0511815,0.0347696,0.19135,0.405855,0.97365,0.0115179,0.371973,0.941788,0.112388,0.98027,0.0483729,0.183589,0.606161,0.000254949,0.999999,0.147606,0.959949,0.781497,0.0508273,0.0132046,0.573597,0.883204,0.164644,0.598848,0.90266,0.00910988,0.391289,0.0198841,0.358442,0.254503,0.250269,0.352992,4.71831e-008,0.363511,1.99871e-009
-442.487,0.534821,0.204452,4,15,0,453.941,0.976766,0.973465,0.784956,0.625262,0.140025,0.959186,0.969182,0.00956567,0.90546,0.0099824,0.722227,0.972418,0.374128,0.995772,5.3667e-006,0.846839,0.532695,0.175446,0.949549,0.985318,0.581049,0.0934309,0.728367,0.586166,0.0029685,0.0232342,0.0265353,0.215044,0.374738,0.859975,0.040814,0.0308182,0.990434,0.0945403,0.990018,0.277773,0.0275817,0.625872,0.00422764,0.999995,0.153161,0.467305,0.824554,0.0504507,0.0146817,0.418951,0.906569,0.271633,0.413834,0.997032,0.0134541,0.379677,4.49166e-007,0.357315,0.253037,0.263008,0.347511,1.05432e-008,0.385997,2.65415e-007
-446.147,0.954838,0.204452,4,31,0,460.165,0.802595,0.970405,0.408724,0.755554,0.00610225,0.994952,0.991403,0.11619,0.967635,0.0926953,0.993124,0.971867,0.333069,0.953166,5.5359e-005,0.978727,0.0286662,0.17056,0.887229,0.979313,0.029863,0.515455,0.712183,0.74634,0.0491492,0.197405,0.0295951,0.591276,0.244446,0.993898,0.00504828,0.00859698,0.88381,0.0323655,0.907305,0.00687587,0.0281328,0.666931,0.0468345,0.999945,0.0212728,0.971334,0.82944,0.112771,0.0206866,0.970137,0.484545,0.287817,0.25366,0.950851,0.0189251,0.374605,3.08459e-007,0.372065,0.344751,0.253229,0.364602,0.000102142,0.271721,1.05516e-011
-451.09,0.99158,0.204452,4,15,0,460.621,0.949815,0.982388,0.373132,0.642012,0.00278924,0.989834,0.999879,0.0190243,0.697,0.0158943,0.990744,0.993894,0.382452,0.966967,0.000176702,0.99309,0.128828,0.108628,0.549531,0.98756,0.0279417,0.584685,0.548413,0.691561,0.0154929,0.0501854,0.0176117,0.626868,0.357988,0.997211,0.0101657,0.000121272,0.980976,0.303,0.984106,0.00925553,0.00610632,0.617548,0.0330331,0.999823,0.00690956,0.871172,0.891372,0.450469,0.01244,0.972058,0.415315,0.451587,0.308439,0.984507,0.00722968,0.398427,2.75392e-007,0.354208,0.375607,0.247222,0.343153,0.000143407,0.27401,3.89124e-011
-448.766,0.909825,0.204452,4,15,0,470.15,0.659379,0.988183,0.434778,0.567528,0.011192,0.999766,0.999968,0.0346365,0.896459,0.0170108,0.986948,0.981564,0.703981,0.930148,0.000500137,0.671561,0.246004,0.0414829,0.297996,0.974822,0.106482,0.236627,0.772412,0.511032,0.116837,0.340621,0.0118174,0.565222,0.432472,0.988808,0.000233713,3.20415e-005,0.965364,0.103541,0.982989,0.0130518,0.0184363,0.296019,0.0698522,0.9995,0.328439,0.753996,0.958517,0.702004,0.0251775,0.893518,0.763373,0.227588,0.488968,0.883163,0.00381809,0.428392,1.01885e-005,0.377071,0.314442,0.193607,0.369857,0.000929594,0.311872,1.66716e-011
-453.029,0.921835,0.204452,4,15,0,469.338,0.999949,0.991528,0.681928,0.658179,0.0416879,0.999859,0.999835,0.0460063,0.946702,0.0226178,0.98666,0.601901,0.0865343,0.929254,0.322573,0.77681,0.025375,0.41885,0.992885,0.999991,0.689919,0.166901,0.704784,0.747613,0.00212138,5.07349e-005,0.00847187,0.318072,0.341821,0.958312,0.000140619,0.000165126,0.953994,0.053298,0.977382,0.0133399,0.398099,0.913466,0.070746,0.677427,0.22319,0.974625,0.58115,0.00711483,9.16406e-006,0.310081,0.833099,0.295216,0.252387,0.997879,0.00611491,0.374721,3.83697e-007,0.306008,0.273765,0.316374,0.407055,9.62826e-012,0.313065,0.00289689
-446.875,0.966702,0.204452,4,31,0,465.936,0.997561,0.986292,0.514041,0.630419,0.00495011,0.998568,0.999995,0.0197366,0.934456,0.004595,0.872028,0.955156,0.0871283,0.957237,0.0294991,0.83062,0.0145182,0.0336632,0.96327,0.999993,0.313126,0.407727,0.638368,0.635271,0.0828651,0.00243875,0.0137078,0.485959,0.369581,0.99505,0.00143202,5.00642e-006,0.980263,0.0655444,0.995405,0.127972,0.0448441,0.912872,0.0427633,0.970501,0.16938,0.985482,0.966337,0.0367297,6.53207e-006,0.686874,0.592273,0.361632,0.364729,0.917135,0.00516407,0.331596,2.42169e-008,0.36161,0.255451,0.30358,0.402227,5.28267e-010,0.337157,0.00321424
-446.452,0.964016,0.204452,4,15,0,461.848,0.957506,0.969434,0.772137,0.480904,0.144062,0.991546,0.999997,0.0482884,0.939367,0.169318,0.972562,0.802057,0.805958,0.99148,0.250992,0.828631,0.144608,0.188845,0.819225,0.381465,0.506158,0.108947,0.748014,0.682758,0.020112,0.0424936,0.0305662,0.227863,0.519096,0.855938,0.00845421,2.83536e-006,0.951712,0.0606333,0.830682,0.0274385,0.197943,0.194042,0.0085201,0.749008,0.171369,0.855392,0.811155,0.180775,0.618535,0.493842,0.891053,0.251986,0.317242,0.979888,0.00133375,0.554312,0.0402539,0.312628,0.377485,0.131862,0.357076,0.00119875,0.223852,4.99902e-007
-440.296,1,0.204452,4,15,0,461.233,0.913282,0.925959,0.347138,0.748785,0.013081,0.821544,0.99966,0.00961499,0.94199,0.0070435,0.985584,0.990774,0.123434,0.859786,0.0425665,0.847686,0.29934,0.236931,0.765589,0.999845,0.588891,0.59232,0.774372,0.802689,0.100619,0.0867184,0.0740411,0.652862,0.251215,0.986919,0.178456,0.000339805,0.990385,0.0580102,0.992957,0.0144164,0.00922587,0.876566,0.140214,0.957433,0.152314,0.70066,0.763069,0.234411,0.000155429,0.411109,0.40768,0.225628,0.197311,0.899381,0.00465588,0.355256,6.71569e-008,0.400347,0.272582,0.232026,0.410728,0.0123688,0.312033,1.00209e-006
-444.068,0.654,0.204452,4,15,0,460.385,0.880483,0.913108,0.507854,0.64924,0.00320614,0.996331,0.999905,0.00963714,0.936935,0.0198908,0.969292,0.979994,0.0680546,0.928135,0.0183023,0.849107,0.374833,0.202517,0.762687,0.997981,0.597904,0.777016,0.646362,0.816622,0.450702,0.119517,0.0868919,0.492146,0.35076,0.996794,0.00366933,9.50776e-005,0.990363,0.063065,0.980109,0.0307077,0.0200062,0.931945,0.0718649,0.981698,0.150893,0.625167,0.797483,0.237313,0.00201927,0.402096,0.222984,0.353638,0.183378,0.549298,0.00013961,0.385189,2.00517e-007,0.385852,0.279991,0.221177,0.412866,0.00777344,0.307003,8.87717e-006
-439.904,0.992643,0.204452,4,15,0,459.216,0.982848,0.959331,0.587038,0.506118,0.0198697,0.902653,0.999779,0.0260114,0.904783,0.139454,0.933148,0.999426,0.197095,0.958638,0.080914,0.995128,0.0594619,0.383297,0.48712,0.990337,0.23967,0.300179,0.787279,0.723127,0.00757264,0.0171517,0.040669,0.412962,0.493882,0.98013,0.0973472,0.000220976,0.973989,0.0952168,0.860546,0.0668523,0.000574329,0.802905,0.0413622,0.919086,0.00487229,0.940538,0.616703,0.51288,0.00966254,0.76033,0.699821,0.212721,0.276873,0.992427,0.000385372,0.361533,2.14518e-008,0.376778,0.28473,0.249491,0.360924,0.0121899,0.353961,8.68663e-006
-441.994,0.996054,0.204452,4,15,0,454.461,0.97354,0.9235,0.543868,0.343336,0.107644,0.974362,0.999966,0.0749296,0.996632,0.00641417,0.959634,0.989082,0.756928,0.957936,0.0282056,0.985425,0.407482,0.0919885,0.961832,0.998663,0.595646,0.421555,0.651002,0.739486,0.00208072,0.0264601,0.0765004,0.456132,0.656664,0.892356,0.0256385,3.37637e-005,0.92507,0.00336815,0.993586,0.040366,0.0109181,0.243072,0.0420638,0.971794,0.0145746,0.592518,0.908012,0.0381682,0.00133656,0.404354,0.578445,0.348998,0.260514,0.997919,0.00286117,0.403949,1.04921e-009,0.399895,0.33751,0.192289,0.370531,3.94115e-005,0.289098,0.00382692
-437.589,0.913948,0.204452,4,15,0,458.762,0.986297,0.96182,0.7361,0.651298,0.0139172,0.996883,0.718079,0.0104275,0.684903,0.147621,0.971326,0.622869,0.12905,0.998291,0.0241913,0.73907,0.0661416,0.287749,0.955895,0.986432,0.30329,0.24373,0.889727,0.482235,0.0358288,0.0137026,0.0381802,0.2639,0.348702,0.986083,0.00311724,0.281921,0.989573,0.315097,0.852379,0.0286736,0.377131,0.87095,0.00170931,0.975809,0.26093,0.933858,0.712251,0.0441053,0.013568,0.69671,0.75627,0.110273,0.517765,0.964171,0.0146487,0.344823,1.79256e-007,0.405105,0.298514,0.250017,0.393373,5.49509e-005,0.293464,2.85197e-007
-441.83,0.868776,0.204452,4,15,0,450.483,0.938024,0.99714,0.687421,0.509334,0.0837497,0.977554,0.993666,0.0919833,0.993319,0.00564739,0.899756,0.998263,0.169349,0.759074,0.09598,0.927475,0.368716,0.122184,0.964231,0.980481,0.38613,0.198517,0.979306,0.606183,0.0764696,0.0619762,0.00286003,0.312579,0.490666,0.91625,0.0224456,0.00633393,0.908017,0.00668091,0.994353,0.100244,0.00173728,0.830651,0.240926,0.90402,0.0725247,0.631284,0.877816,0.0357693,0.0195192,0.61387,0.801483,0.0206938,0.393817,0.92353,0.0252654,0.332015,0.0208219,0.323414,0.190122,0.344425,0.487732,2.99997e-009,0.276059,0.000146567
-434.725,0.207177,0.204452,4,15,0,450.375,0.71192,0.994206,0.708858,0.537504,0.0138314,0.930437,0.994892,0.0388238,0.999709,0.0482151,0.942924,0.985337,0.16092,0.981821,0.0654426,0.875542,0.141618,0.255369,0.937236,0.922388,0.408173,0.124067,0.976485,0.637787,0.0293588,0.28808,0.00579415,0.291142,0.462496,0.986169,0.0695628,0.00510754,0.961176,0.000290931,0.951785,0.0570765,0.0146629,0.83908,0.0181793,0.934557,0.124458,0.858382,0.744631,0.0627637,0.0776123,0.591827,0.875933,0.0235152,0.362213,0.970641,0.0197462,0.365634,7.02248e-005,0.324247,0.207761,0.306881,0.475885,1.89274e-007,0.296538,0.00323755
-439.554,0.33704,0.204452,4,15,0,452.654,0.773486,0.996081,0.792586,0.540562,0.0322446,0.880708,0.990139,0.0600683,0.9996,0.084463,0.947748,0.990995,0.346297,0.948413,0.326693,0.953285,0.136235,0.247681,0.970246,0.905474,0.427778,0.122679,0.964908,0.610754,0.0136551,0.226514,0.00391942,0.207414,0.459438,0.967755,0.119292,0.00986068,0.939932,0.000399944,0.915537,0.0522522,0.00900478,0.653703,0.0515866,0.673307,0.0467151,0.863765,0.752319,0.0297535,0.0945258,0.572222,0.877321,0.0350915,0.389246,0.986345,0.0277866,0.375335,2.37562e-005,0.271166,0.193635,0.346138,0.467512,7.38149e-006,0.311042,0.00735377
-436.032,0.534135,0.204452,4,15,0,449.754,0.487838,0.986535,0.778298,0.616945,0.0453702,0.844961,0.928187,0.0619502,0.999927,0.10595,0.853049,0.99733,0.258194,0.974584,0.069128,0.799085,0.0730293,0.111455,0.963027,0.962834,0.456,0.100624,0.922505,0.661899,0.105205,0.512162,0.0134654,0.221702,0.383055,0.95463,0.155039,0.0718126,0.93805,7.27055e-005,0.89405,0.146951,0.00267009,0.741806,0.0254157,0.930872,0.200915,0.926971,0.888545,0.0369728,0.0371663,0.544,0.899376,0.0774948,0.338101,0.894795,0.0421997,0.357507,0.000363718,0.292229,0.230067,0.340584,0.432686,3.53576e-005,0.294684,0.00964517
-437.043,0.133667,0.204452,4,15,0,451.718,0.494035,0.953494,0.771112,0.541441,0.0481293,0.813494,0.935386,0.090151,0.999942,0.0659132,0.943479,0.996348,0.479907,0.991584,0.069998,0.940333,0.154843,0.141964,0.939464,0.83036,0.526831,0.0898577,0.929785,0.685363,0.0956574,0.505965,0.0465059,0.228888,0.458559,0.951871,0.186506,0.0646139,0.909849,5.75447e-005,0.934087,0.0565207,0.00365209,0.520093,0.00841607,0.930002,0.0596673,0.845157,0.858036,0.0605365,0.16964,0.473169,0.910142,0.0702147,0.314637,0.904343,0.000585138,0.355133,0.000200967,0.313262,0.244802,0.293739,0.432947,0.00645451,0.321465,0.0314112
-442.619,0.939993,0.204452,4,15,0,453.939,0.761685,0.682881,0.798844,0.359674,0.119861,0.987322,0.940912,0.0344403,0.997615,0.0822505,0.961146,0.98481,0.444312,0.774275,0.203729,0.83727,0.102316,0.0469616,0.968475,0.682842,0.50569,0.0179867,0.95892,0.758511,0.198932,0.238315,0.317119,0.201156,0.640326,0.880139,0.012678,0.0590884,0.96556,0.00238545,0.917749,0.038854,0.0151901,0.555688,0.225725,0.796271,0.16273,0.897684,0.953038,0.0315245,0.317158,0.49431,0.982013,0.0410802,0.241489,0.801068,0.066357,0.317753,0.0253878,0.387623,0.220904,0.292288,0.389942,0.00154575,0.297409,0.000790773
-438.762,0.466693,0.204452,4,15,0,457.168,0.723042,0.9809,0.798083,0.492797,0.0553899,0.890092,0.975282,0.0194265,0.991631,0.0906208,0.887292,0.458875,0.0855262,0.983453,0.0315848,0.767818,0.386035,0.0250331,0.964053,0.758624,0.517632,0.00243776,0.961273,0.785395,0.0254453,0.276958,0.0190995,0.201917,0.507203,0.94461,0.109908,0.024718,0.980574,0.00836907,0.909379,0.112708,0.541125,0.914474,0.0165468,0.968415,0.232182,0.613965,0.974967,0.0359465,0.241376,0.482368,0.997562,0.0387273,0.214605,0.974555,0.0383995,0.356839,9.8153e-005,0.370099,0.249213,0.263127,0.3627,9.47849e-005,0.349589,0.00984019
-442.076,0.0939661,0.204452,4,31,0,461.413,0.940354,0.972033,0.789512,0.547228,0.374413,0.975795,0.812159,0.0219675,0.997549,0.0902479,0.940463,0.622463,0.0442853,0.972542,0.0459443,0.881083,0.32596,0.084065,0.962417,0.951855,0.388019,0.00548468,0.952879,0.799217,0.00718313,0.0596461,0.0279673,0.210488,0.452772,0.625587,0.0242053,0.187841,0.978033,0.00245086,0.909752,0.0595372,0.377537,0.955715,0.0274575,0.954056,0.118917,0.67404,0.915935,0.0375833,0.0481445,0.611981,0.994515,0.0471214,0.200783,0.992817,0.00731366,0.353064,0.000208682,0.385614,0.251199,0.231167,0.360907,4.09062e-005,0.380371,0.0301134
-447.915,0.441553,0.204452,5,47,0,462.803,0.261038,0.818343,0.872215,0.758394,0.0120455,0.971303,0.920057,0.0146137,0.995337,0.0825648,0.978591,0.964954,0.0195496,0.98636,0.117892,0.662821,0.128262,0.359122,0.802532,0.98637,0.192045,0.00482827,0.929462,0.844982,0.00430038,0.738962,0.181657,0.127785,0.241606,0.987955,0.028697,0.0799429,0.985386,0.00466324,0.917435,0.0214088,0.035046,0.98045,0.0136395,0.882108,0.337179,0.871738,0.640878,0.197468,0.0136302,0.807955,0.995172,0.0705377,0.155018,0.9957,0.0014644,0.357529,0.0483948,0.347606,0.272437,0.286264,0.361816,0.00785781,0.315888,0.000744102
-445.283,1,0.204452,4,15,0,469.505,0.999735,0.98751,0.622971,0.487329,0.133974,0.999173,0.883462,0.00408498,0.994149,0.00822774,0.811619,0.70816,0.10713,0.96858,0.0144764,0.987273,0.0535837,0.0781583,0.527537,0.728114,0.343724,0.582449,0.324644,0.564856,0.127467,0.000265107,0.0124904,0.377029,0.512671,0.866026,0.000826788,0.116538,0.995915,0.00585132,0.991772,0.188381,0.29184,0.89287,0.03142,0.985524,0.0127271,0.946416,0.921842,0.472463,0.271886,0.656276,0.417551,0.675356,0.435144,0.872533,0.0460447,0.258086,4.872e-006,0.450832,0.232137,0.28863,0.392978,0.00169951,0.328836,0.000752649
